lfdn,patient,oppeness,neuro,consc,agree,sociable,country,country_code,eu_country,Asia,Estonia_D,Taiwan_D,China_D,Vietnam_D,Germany_D,Japan_D,age,gender,female,profession,hdegree,bachelor,master,Buddhism,Christianity,Confucianism,Islam,Taoism,Marxism,married,parent,XD13,children,XD14,XD15,eu_income,eu_ppp_income,USD_ppp_income,income_eu_capita,IDV,PDI,MAS,UAI
5M1846,0,9,4,6,7,6,Vitnam,5,0,1,0,0,0,1,0,0,25,0,1,5,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,40000000,1509.43396,3690.036865,6153.846191,302,70,-50,10,15
5M1849,0,6,7,7,9,7,Vitnam,5,0,1,0,0,0,1,0,0,23,0,1,3,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,30000000,1132.075439,2767.527588,4615.384766,283,130,-65,120,65
5M1851,0,6,7,6,7,7,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,10000000,377.35849,922.5092163,1538.461548,94,70,-25,60,15
5M1852,1,8,8,7,9,4,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,6,3000000,113.20755,276.7527771,461.5384521,19,105,25,30,145
5M1862,1,6,6,6,8,5,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,1,7500000,283.0188599,691.881897,1153.846191,283,135,35,110,30
5M1865,1,6,5,5,9,6,Vitnam,5,0,1,0,0,0,1,0,0,23,1,0,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,8000000,301.8867798,738.0073853,1230.769287,60,70,10,170,-45
5M1871,0,6,8,7,9,4,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,6,10000000,377.35849,922.5092163,1538.461548,63,115,-40,-80,30
5M1873,1,5,9,9,7,3,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,100000000,3773.584961,9225.091797,15384.61523,755,135,65,20,105
5M1875,1,6,7,7,9,4,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,8,60000000,2264.150879,5535.055176,9230.769531,283,70,-5,160,235
5M1881,0,6,4,7,8,6,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,2000000,75.47169495,184.5018463,307.6923218,19,120,-25,120,0
5M1883,0,7,5,5,6,7,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,5,30000000,1132.075439,2767.527588,4615.384766,226,-15,70,60,125
10M1887,1,5,4,3,6,6,japan,10,0,1,0,0,0,0,0,1,20,1,0,2,Master,1,1,1,0,0,0,0,0,0,0,1,0,4,7000000,388.8888855,376.8302917,454.3094482,97,110,-25,100,10
5M1890,0,10,6,5,6,7,Vitnam,5,0,1,0,0,0,1,0,0,23,0,1,2,Bachelor,1,0,1,0,0,0,0,1,0,0,1,0,6,3000000,113.20755,276.7527771,461.5384521,19,120,50,100,40
5M1891,1,7,6,6,7,4,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,20000000,754.71698,1845.018433,3076.923096,189,150,-25,120,40
5M1893,1,5,5,7,5,6,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,5,Bachelor,1,0,1,0,0,0,0,1,0,0,1,0,4,20000000,754.71698,1845.018433,3076.923096,189,250,-55,130,115
5M1896,1,5,7,4,8,5,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,10000000,377.35849,922.5092163,1538.461548,75,70,-30,100,35
5M1897,0,5,5,7,9,6,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,20000000,754.71698,1845.018433,3076.923096,189,100,-30,0,5
5M1898,1,7,6,6,5,6,Vitnam,5,0,1,0,0,0,1,0,0,22,0,1,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,7500000,283.0188599,691.881897,1153.846191,57,90,-35,120,80
5M1899,0,6,4,8,6,6,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,6000000,226.4151001,553.5055542,923.0769043,57,120,-5,140,45
5M1905,0,5,6,4,6,4,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,30000000,1132.075439,2767.527588,4615.384766,283,105,20,30,-25
5M1907,0,2,3,7,6,7,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,20000000,754.71698,1845.018433,3076.923096,189,70,-50,60,-20
5M1912,1,6,7,5,9,3,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,3,13000000,490.56604,1199.261963,2000,164,50,-30,210,-10
1M1913,0,7,7,9,6,7,Estonia,1,1,0,1,0,0,0,0,0,23,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,450,450,616.4383545,900,450,105,60,120,110
5M1919,0,10,9,7,7,5,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,5000000,188.679245,461.2546082,769.2307739,47,85,-5,80,-50
5M1923,0,5,5,6,6,8,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,6,15000000,566.0377197,1383.763794,2307.692383,94,85,5,160,145
5M1924,1,5,4,8,6,7,Vitnam,5,0,1,0,0,0,1,0,0,23,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,6,30000000,1132.075439,2767.527588,4615.384766,189,65,-50,120,115
5M1925,1,5,6,5,7,4,Vitnam,5,0,1,0,0,0,1,0,0,23,1,0,2,Bachelor,1,0,1,1,0,1,0,1,0,0,1,0,5,20000000,754.71698,1845.018433,3076.923096,151,220,30,160,110
1M1929,0,8,7,6,7,4,Estonia,1,1,0,1,0,0,0,0,0,25,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,600,600,821.9177856,1200,300,80,-50,-180,65
5M1933,0,5,3,8,6,9,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,6,8000000,301.8867798,738.0073853,1230.769287,50,165,-5,60,70
5M1936,1,6,5,6,7,3,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,10000000,377.35849,922.5092163,1538.461548,75,20,-50,60,75
1M1937,0,6,6,6,6,6,Estonia,1,1,0,1,0,0,0,0,0,20,1,0,2,High school,0,0,1,1,0,0,0,0,0,0,1,0,5,1300,1300,1780.821899,2600,260,135,30,80,-15
1M1939,1,6,6,5,8,4,Estonia,1,1,0,1,0,0,0,0,0,19,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,5,5000,5000,6849.314941,10000,1000,185,-10,-60,45
1M1940,1,7,6,6,6,10,Estonia,1,1,0,1,0,0,0,0,0,21,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,3,2100,2100,2876.712402,4200,700,75,60,120,70
1M1941,1,6,5,4,9,6,Estonia,1,1,0,1,0,0,0,0,0,20,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,2000,2000,2739.726074,4000,1000,135,-35,40,105
1M1943,1,7,8,8,5,6,Estonia,1,1,0,1,0,0,0,0,0,21,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,300,300,410.9588928,600,300,120,-30,200,-50
1M1945,1,7,6,6,8,9,Estonia,1,1,0,1,0,0,0,0,0,22,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,1000,1000,1369.863037,2000,333,180,-35,60,-5
1M1946,1,7,7,6,6,5,Estonia,1,1,0,1,0,0,0,0,0,20,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,800,800,1095.890381,1600,800,70,-30,140,40
1M1947,1,7,5,6,5,7,Estonia,1,1,0,1,0,0,0,0,0,21,1,0,2,High school,0,0,0,0,0,0,0,1,0,0,1,0,4,3000,3000,4109.588867,6000,750,0,95,170,145
1M1948,0,9,2,7,3,6,Estonia,1,1,0,1,0,0,0,0,0,23,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,4,3500,3500,4794.520508,7000,875,120,105,350,-100
1M1949,1,8,2,4,1,7,Estonia,1,1,0,1,0,0,0,0,0,20,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,3,2500,2500,3424.657471,5000,833,125,-20,-50,5
1M1950,1,6,8,4,6,6,Estonia,1,1,0,1,0,0,0,0,0,19,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,2500,2500,3424.657471,5000,833,100,-30,10,15
1M1951,1,8,10,5,7,6,Estonia,1,1,0,1,0,0,0,0,0,21,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,0,200,200,273.9725952,400,200,165,60,190,135
1M1952,1,5,6,4,6,3,Estonia,1,1,0,1,0,0,0,0,0,29,1,0,4,Master,1,1,0,0,0,0,0,0,0,0,1,0,1,3200,3200,4383.561523,6400,3200,85,-55,100,35
1M1953,1,4,4,5,4,3,Estonia,1,1,0,1,0,0,0,0,0,25,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,1000,1000,1369.863037,2000,500,165,-10,40,65
1M1954,1,5,6,6,6,6,Estonia,1,1,0,1,0,0,0,0,0,21,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,4000,4000,5479.452148,8000,1333,170,25,10,55
1M1955,1,7,7,6,6,6,Estonia,1,1,0,1,0,0,0,0,0,23,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,1,,,,,,100,-50,90,-25
5M1956,1,7,3,3,9,7,Vitnam,5,0,1,0,0,0,1,0,0,24,0,1,4,Bachelor,1,0,1,1,0,0,0,0,0,0,1,0,7,5000000,188.679245,461.2546082,769.2307739,27,135,-25,-10,80
5M1959,1,5,5,8,6,4,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,5000000,188.679245,461.2546082,769.2307739,47,190,-30,0,25
5M1963,0,7,5,6,7,6,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,10,0.000377358,0.000922509,0.001538462,0,165,-100,160,95
1M1965,0,9,5,4,7,4,Estonia,1,1,0,1,0,0,0,0,0,20,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,6,2700,2700,3698.630127,5400,450,85,15,-30,60
5M1969,0,7,7,4,9,7,Vitnam,5,0,1,0,0,0,1,0,0,20,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,20,0.000754717,0.001845018,0.003076923,0,90,90,150,65
5M1970,0,10,2,3,9,4,Vitnam,5,0,1,0,0,0,1,0,0,19,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,20,0.000754717,0.001845018,0.003076923,0,65,5,-20,85
5M1972,0,5,7,8,6,7,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,7,2500000,94.3396225,230.6273041,384.615387,13,105,10,50,65
5M1973,1,8,4,8,9,3,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,Others,0,0,1,0,0,0,0,0,0,0,1,0,4,20000000,754.71698,1845.018433,3076.923096,189,50,45,20,75
5M1976,0,5,6,7,7,6,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,Others,0,0,1,0,0,0,0,0,0,0,1,0,4,,,,,,100,-85,120,15
5M1980,1,6,8,7,4,9,Vitnam,5,0,1,0,0,0,1,0,0,18,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,30000000,1132.075439,2767.527588,4615.384766,283,165,30,140,35
5M1981,0,7,6,6,6,5,Vitnam,5,0,1,0,0,0,1,0,0,22,0,1,2,Bachelor,1,0,1,0,0,0,1,0,0,0,1,0,12,90000000,3396.226318,8302.583008,13846.1543,283,100,-5,30,15
5M1987,0,6,7,6,8,7,Vitnam,5,0,1,0,0,0,1,0,0,19,0,1,2,Others,0,0,1,0,0,0,0,0,0,0,1,0,4,14000000,528.3018799,1291.512939,2153.846191,132,65,10,40,125
5M1989,0,6,5,6,8,3,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,2,12000000,452.8302002,1107.011108,1846.153809,226,70,25,-10,145
5M1993,1,10,4,8,9,6,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,Bachelor,1,0,1,1,1,1,0,1,0,0,1,0,4,5000000,188.679245,461.2546082,769.2307739,47,115,-25,40,120
5M1994,1,10,4,4,7,6,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,24000000,905.6604004,2214.022217,3692.307617,181,100,-30,-100,15
5M1995,1,7,8,5,8,6,Vitnam,5,0,1,0,0,0,1,0,0,19,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,15000000,566.0377197,1383.763794,2307.692383,113,145,-60,100,30
5M1996,0,4,6,4,7,3,Vitnam,5,0,1,0,0,0,1,0,0,24,0,1,2,Bachelor,1,0,0,0,1,0,0,0,0,0,1,0,10,10,0.000377358,0.000922509,0.001538462,0,180,-75,180,105
5M1999,1,8,6,5,7,6,Vitnam,5,0,1,0,0,0,1,0,0,22,1,0,2,Bachelor,1,0,0,0,0,0,0,1,0,0,1,0,4,40000000,1509.43396,3690.036865,6153.846191,377,115,-5,210,150
5M2010,1,4,9,6,9,6,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,1,0,0,1,0,7,20000000,754.71698,1845.018433,3076.923096,108,120,-30,60,5
5M2014,1,10,6,7,7,7,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,3,5000000,188.679245,461.2546082,769.2307739,63,135,-30,120,45
5M2018,1,5,8,5,7,6,Vitnam,5,0,1,0,0,0,1,0,0,20,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,15000000,566.0377197,1383.763794,2307.692383,113,155,-10,150,70
5M2021,0,6,7,6,6,5,Vitnam,5,0,1,0,0,0,1,0,0,23,0,1,4,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,6,30000000,1132.075439,2767.527588,4615.384766,189,100,-30,140,120
5M2022,1,8,9,9,7,4,Vitnam,5,0,1,0,0,0,1,0,0,19,1,0,2,High school,0,0,1,0,0,0,0,1,0,0,1,0,4,70000000,2641.509521,6457.564453,10769.23047,660,165,-95,90,-40
5M2024,1,6,10,4,7,6,Vitnam,5,0,1,0,0,0,1,0,0,33,1,0,4,Bachelor,1,0,0,1,0,0,0,0,1,0,1,0,2,60000000,2264.150879,5535.055176,9230.769531,1132,220,-50,90,35
5M2025,1,10,9,8,10,3,Vitnam,5,0,1,0,0,0,1,0,0,26,0,1,3,Master,1,1,1,0,0,0,0,0,0,0,1,0,4,70000000,2641.509521,6457.564453,10769.23047,660,150,35,120,-25
5M2026,1,7,9,8,6,5,Vitnam,5,0,1,0,0,0,1,0,0,22,0,1,7,Bachelor,1,0,0,0,1,0,0,0,0,0,1,0,3,10000000,377.35849,922.5092163,1538.461548,126,20,30,-120,25
5M2027,1,7,3,6,3,10,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,9,8000000,301.8867798,738.0073853,1230.769287,34,130,-5,-80,75
5M2031,1,8,6,6,6,3,Vitnam,5,0,1,0,0,0,1,0,0,26,1,0,4,Master,1,1,1,0,0,0,0,0,0,0,1,0,1,24000000,905.6604004,2214.022217,3692.307617,906,120,-20,10,15
5M2034,1,7,9,7,7,4,Vitnam,5,0,1,0,0,0,1,0,0,27,1,0,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,7,50000000,1886.79248,4612.545898,7692.307617,270,135,95,-50,25
5M2036,0,5,5,4,9,6,Vitnam,5,0,1,0,0,0,1,0,0,24,0,1,8,Bachelor,1,0,1,0,1,0,0,0,0,0,1,0,6,70000000,2641.509521,6457.564453,10769.23047,440,155,0,200,45
5M2039,1,10,6,8,6,5,Vitnam,5,0,1,0,0,0,1,0,0,26,0,1,3,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,20000000,754.71698,1845.018433,3076.923096,189,115,-60,230,125
5M2042,1,7,5,5,7,6,Vitnam,5,0,1,0,0,0,1,0,0,30,1,0,4,Master,1,1,1,0,0,0,0,0,0,0,1,0,4,40000000,1509.43396,3690.036865,6153.846191,377,35,-5,30,40
5M2043,1,9,8,6,6,10,Vitnam,5,0,1,0,0,0,1,0,0,26,1,0,4,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,20000000,754.71698,1845.018433,3076.923096,377,100,105,50,130
5M2048,1,6,7,5,2,9,Vitnam,5,0,1,0,0,0,1,0,0,20,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,4500000,169.8113251,415.1291504,692.3076782,34,115,-30,160,135
5M2049,1,8,10,4,9,3,Vitnam,5,0,1,0,0,0,1,0,0,25,1,0,8,Master,1,1,1,0,0,0,0,0,0,0,1,0,4,18000000,679.2453003,1660.516602,2769.230713,170,75,-15,190,-60
5M2050,0,3,6,6,7,6,Vitnam,5,0,1,0,0,0,1,0,0,34,0,1,4,Master,1,1,1,0,0,0,0,0,1,0,1,0,8,70000000,2641.509521,6457.564453,10769.23047,330,115,15,140,140
5M2051,0,3,8,4,9,5,Vitnam,5,0,1,0,0,0,1,0,0,38,0,1,4,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,3,30000000,1132.075439,2767.527588,4615.384766,377,85,35,100,110
5M2052,0,7,8,9,10,4,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,40000000,1509.43396,3690.036865,6153.846191,302,85,-30,170,45
5M2054,0,9,5,4,6,6,Vitnam,5,0,1,0,0,0,1,0,0,26,1,0,5,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,50000000,1886.79248,4612.545898,7692.307617,472,170,-5,120,5
5M2056,0,6,5,6,6,9,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,20000000,754.71698,1845.018433,3076.923096,189,190,20,40,-10
5M2058,0,4,3,7,5,6,Vitnam,5,0,1,0,0,0,1,0,0,25,3,,3,Master,1,1,0,1,0,0,0,0,0,0,1,0,3,25000000,943.3962402,2306.272949,3846.153809,314,70,15,60,180
5M2060,1,8,7,8,10,5,Vitnam,5,0,1,0,0,0,1,0,0,34,0,1,4,Bachelor,1,0,1,0,0,0,0,0,1,0,1,0,4,10000000,377.35849,922.5092163,1538.461548,94,150,20,140,15
5M2061,1,5,9,6,9,6,Vitnam,5,0,1,0,0,0,1,0,0,30,1,0,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,1,25000000,943.3962402,2306.272949,3846.153809,943,150,15,-60,-25
5M2063,1,8,7,4,8,7,Vitnam,5,0,1,0,0,0,1,0,0,29,0,1,4,Master,1,1,1,0,0,0,0,0,0,0,1,0,4,60000000,2264.150879,5535.055176,9230.769531,566,85,-15,-60,5
5M2064,1,6,6,6,6,6,Vitnam,5,0,1,0,0,0,1,0,0,19,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,10,0.000377358,0.000922509,0.001538462,0,65,-15,50,-5
5M2066,0,5,10,5,8,5,Vitnam,5,0,1,0,0,0,1,0,0,25,1,0,4,High school,0,0,1,0,0,0,0,1,0,0,1,0,4,23000000,867.9244995,2121.77124,3538.461426,217,65,-25,120,60
5M2067,0,7,6,5,7,5,Vitnam,5,0,1,0,0,0,1,0,0,26,1,0,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,9,80,0.003018868,0.007380074,0.012307692,0,125,-100,120,95
5M2068,1,3,7,8,5,6,Vitnam,5,0,1,0,0,0,1,0,0,26,0,1,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,8,50000000,1886.79248,4612.545898,7692.307617,236,160,-65,0,25
5M2070,1,7,7,4,6,4,Vitnam,5,0,1,0,0,0,1,0,0,25,1,0,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,3,10000000,377.35849,922.5092163,1538.461548,126,100,20,140,80
5M2072,0,4,4,4,9,4,Vitnam,5,0,1,0,0,0,1,0,0,26,0,1,4,High school,0,0,1,0,0,0,0,0,1,0,1,0,2,35000000,1320.754761,3228.782227,5384.615234,660,175,5,160,-10
5M2074,1,6,7,2,3,9,Vitnam,5,0,1,0,0,0,1,0,0,26,1,0,4,High school,0,0,1,0,0,0,0,0,1,0,1,0,4,9000000,339.6226501,830.2583008,1384.615356,85,115,-30,-40,-25
5M2075,0,7,6,6,6,7,Vitnam,5,0,1,0,0,0,1,0,0,27,0,1,4,High school,0,0,0,1,0,0,0,0,0,0,1,0,4,30000000,1132.075439,2767.527588,4615.384766,283,115,-5,120,45
5M2077,0,5,7,7,5,4,Vitnam,5,0,1,0,0,0,1,0,0,22,1,0,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,6,1000000,37.73584747,92.25092316,153.8461609,6,105,50,100,15
5M2078,0,6,9,5,7,6,Vitnam,5,0,1,0,0,0,1,0,0,31,1,0,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,10,70000000,2641.509521,6457.564453,10769.23047,264,70,15,120,45
5M2081,0,7,7,6,8,2,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,30000000,1132.075439,2767.527588,4615.384766,283,175,30,170,285
5M2083,1,3,10,6,8,3,Vitnam,5,0,1,0,0,0,1,0,0,25,1,0,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,2,6500000,245.28302,599.6309814,1000,123,100,-50,120,-25
5M2084,1,9,5,3,7,7,Vitnam,5,0,1,0,0,0,1,0,0,27,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,6,7000000,264.1509399,645.7564697,1076.923096,44,150,-25,140,-25
5M2086,0,10,6,2,5,3,Vitnam,5,0,1,0,0,0,1,0,0,26,0,1,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,7000000,264.1509399,645.7564697,1076.923096,66,150,-75,-20,-10
5M2089,0,6,9,6,6,6,Vitnam,5,0,1,0,0,0,1,0,0,26,1,0,4,High school,0,0,1,0,0,0,0,0,1,0,1,0,2,10000000,377.35849,922.5092163,1538.461548,189,150,-75,-20,15
5M2090,0,4,7,6,7,7,Vitnam,5,0,1,0,0,0,1,0,0,22,0,1,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,6,3000000,113.20755,276.7527771,461.5384521,19,80,-25,40,90
5M2091,1,6,5,5,6,6,Vitnam,5,0,1,0,0,0,1,0,0,45,1,0,4,Master,1,1,1,0,0,0,0,0,1,1,2,1,2,10000000,377.35849,922.5092163,1538.461548,189,45,-5,110,105
5M2092,0,7,7,2,7,2,Vitnam,5,0,1,0,0,0,1,0,0,25,0,1,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,8000000,301.8867798,738.0073853,1230.769287,60,80,-25,80,170
5M2093,0,6,3,7,7,8,Vitnam,5,0,1,0,0,0,1,0,0,24,0,1,3,High school,0,0,1,0,0,0,0,0,0,0,1,0,3,8000000,301.8867798,738.0073853,1230.769287,101,150,0,0,40
5M2094,0,9,3,7,9,4,Vitnam,5,0,1,0,0,0,1,0,0,23,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,6,,,,,,15,-25,60,15
5M2096,0,6,9,6,9,6,Vitnam,5,0,1,0,0,0,1,0,0,26,1,0,3,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,100,0.003773585,0.009225092,0.015384615,0,185,-30,70,115
5M2099,0,6,8,5,8,7,Vitnam,5,0,1,0,0,0,1,0,0,28,1,0,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,6,15000000,566.0377197,1383.763794,2307.692383,94,80,-10,10,15
5M2100,0,6,5,5,5,7,Vitnam,5,0,1,0,0,0,1,0,0,28,1,0,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,15000000,566.0377197,1383.763794,2307.692383,113,90,30,110,60
5M2101,1,7,6,7,4,8,Vitnam,5,0,1,0,0,0,1,0,0,22,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,6,7000000,264.1509399,645.7564697,1076.923096,44,20,10,120,80
5M2102,1,7,7,5,8,6,Vitnam,5,0,1,0,0,0,1,0,0,23,0,1,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,20000000,754.71698,1845.018433,3076.923096,151,130,-25,-10,145
5M2103,1,8,4,4,6,6,Vitnam,5,0,1,0,0,0,1,0,0,25,1,0,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,25000000,943.3962402,2306.272949,3846.153809,189,80,35,170,105
5M2104,1,7,5,4,9,7,Vitnam,5,0,1,0,0,0,1,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,18000000,679.2453003,1660.516602,2769.230713,136,135,5,90,80
5M2105,0,8,6,9,8,7,Vitnam,5,0,1,0,0,0,1,0,0,24,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,6,10000000,377.35849,922.5092163,1538.461548,63,35,-20,30,45
8M2107,0,5,8,4,6,6,Germany,8,1,0,0,0,0,0,1,0,59,1,0,3,Master,1,1,0,1,0,0,0,0,1,0,1,0,2,4000,4000,4000,5333.333496,2000,150,-65,-80,50
5M2111,1,7,8,7,8,4,Vitnam,5,0,1,0,0,0,1,0,0,22,0,1,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,25000000,943.3962402,2306.272949,3846.153809,189,100,-25,120,50
5M2112,0,10,6,6,7,7,Vitnam,5,0,1,0,0,0,1,0,0,27,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,8,50000000,1886.79248,4612.545898,7692.307617,236,150,-25,120,-30
5M2115,0,4,7,6,6,7,Vitnam,5,0,1,0,0,0,1,0,0,22,0,1,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,7,10000000,377.35849,922.5092163,1538.461548,54,130,-90,50,15
5M2116,0,7,6,5,6,7,Vitnam,5,0,1,0,0,0,1,0,0,27,0,1,4,High school,0,0,1,0,0,0,0,0,0,0,1,0,6,10000000,377.35849,922.5092163,1538.461548,63,165,-15,-20,95
5M2118,0,6,6,6,8,5,Vitnam,5,0,1,0,0,0,1,0,0,26,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,7,30000000,1132.075439,2767.527588,4615.384766,162,110,25,70,80
5M2119,0,8,5,5,7,4,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,45000000,1698.113159,4151.291504,6923.077148,425,130,-45,50,25
